1767643302.461387 server started (3948): version 3.6a, socket /private/tmp/tmux-501/default, protocol 8
1767643302.461420 on Darwin 24.6.0 Darwin Kernel Version 24.6.0: Mon Jul 14 11:30:29 PDT 2025; root:xnu-11417.140.69~1/RELEASE_ARM64_T6000
1767643302.461425 using libevent 2.1.12-stable select
1767643302.461432 using utf8proc 2.11.2
1767643302.461436 using ncurses 6.5 20240427
1767643302.710201 cmd_find_best_session: 0 sessions to try
1767643302.710205 cmd_find_best_session: 0 sessions to try
1767643302.710209 key_bindings_add: 0x70 p = previous-window
1767643302.710211 cmd_find_best_session: 0 sessions to try
1767643302.710214 cmdq_next <global>: [bind-key/0x138e0e6d0] (0), flags 0
1767643302.710217 cmd_find_best_session: 0 sessions to try
1767643302.710219 cmd_find_current_client: no target, return 0x0
1767643302.710221 cmd_find_best_session: 0 sessions to try
1767643302.710223 cmd_find_current_client: no target, return 0x0
1767643302.710226 cmd_find_best_session: 0 sessions to try
1767643302.710228 cmd_find_best_session: 0 sessions to try
1767643302.710231 key_bindings_add: 0x71 q = display-panes
1767643302.710233 cmd_find_best_session: 0 sessions to try
1767643302.710236 cmdq_next <global>: [bind-key/0x138e0e940] (0), flags 0
1767643302.710239 cmd_find_best_session: 0 sessions to try
1767643302.710241 cmd_find_current_client: no target, return 0x0
1767643302.710243 cmd_find_best_session: 0 sessions to try
1767643302.710245 cmd_find_current_client: no target, return 0x0
1767643302.710248 cmd_find_best_session: 0 sessions to try
1767643302.710251 cmd_find_best_session: 0 sessions to try
1767643302.710255 key_bindings_add: 0x72 r = refresh-client
1767643302.710258 cmd_find_best_session: 0 sessions to try
1767643302.710262 cmdq_next <global>: [bind-key/0x138e0f060] (0), flags 0
1767643302.710264 cmd_find_best_session: 0 sessions to try
1767643302.710267 cmd_find_current_client: no target, return 0x0
1767643302.710270 cmd_find_best_session: 0 sessions to try
1767643302.710272 cmd_find_current_client: no target, return 0x0
1767643302.710274 cmd_find_best_session: 0 sessions to try
1767643302.710277 cmd_find_best_session: 0 sessions to try
1767643302.710280 key_bindings_add: 0x73 s = choose-tree -Zs
1767643302.710283 cmd_find_best_session: 0 sessions to try
1767643302.710286 cmdq_next <global>: [bind-key/0x138e0f1f0] (0), flags 0
1767643302.710289 cmd_find_best_session: 0 sessions to try
1767643302.710292 cmd_find_current_client: no target, return 0x0
1767643302.710294 cmd_find_best_session: 0 sessions to try
1767643302.710297 cmd_find_current_client: no target, return 0x0
1767643302.710299 cmd_find_best_session: 0 sessions to try
1767643302.710301 cmd_find_best_session: 0 sessions to try
1767643302.710304 key_bindings_add: 0x74 t = clock-mode
1767643302.710307 cmd_find_best_session: 0 sessions to try
1767643302.710310 cmdq_next <global>: [bind-key/0x138e0f6c0] (0), flags 0
1767643302.710313 cmd_find_best_session: 0 sessions to try
1767643302.710315 cmd_find_current_client: no target, return 0x0
1767643302.710318 cmd_find_best_session: 0 sessions to try
1767643302.710320 cmd_find_current_client: no target, return 0x0
1767643302.710323 cmd_find_best_session: 0 sessions to try
1767643302.710325 cmd_find_best_session: 0 sessions to try
1767643302.710329 key_bindings_add: 0x77 w = choose-tree -Zw
1767643302.710332 cmd_find_best_session: 0 sessions to try
1767643302.710335 cmdq_next <global>: [bind-key/0x138e0fdd0] (0), flags 0
1767643302.710338 cmd_find_best_session: 0 sessions to try
1767643302.710340 cmd_find_current_client: no target, return 0x0
1767643302.710343 cmd_find_best_session: 0 sessions to try
1767643302.710345 cmd_find_current_client: no target, return 0x0
1767643302.710347 cmd_find_best_session: 0 sessions to try
1767643302.710350 cmd_find_best_session: 0 sessions to try
1767643302.710355 key_bindings_add: 0x78 x = confirm-before -p "kill-pane #P? (y/n)" kill-pane
1767643302.710365 cmd_find_best_session: 0 sessions to try
1767643302.710370 cmdq_next <global>: [bind-key/0x138e10180] (0), flags 0
1767643302.710373 cmd_find_best_session: 0 sessions to try
1767643302.710375 cmd_find_current_client: no target, return 0x0
1767643302.710378 cmd_find_best_session: 0 sessions to try
1767643302.710380 cmd_find_current_client: no target, return 0x0
1767643302.710382 cmd_find_best_session: 0 sessions to try
1767643302.710384 cmd_find_best_session: 0 sessions to try
1767643302.710388 key_bindings_add: 0x7a z = resize-pane -Z
1767643302.710391 cmd_find_best_session: 0 sessions to try
1767643302.710394 cmdq_next <global>: [bind-key/0x138e10640] (0), flags 0
1767643302.710398 cmd_find_best_session: 0 sessions to try
1767643302.710401 cmd_find_current_client: no target, return 0x0
1767643302.710405 cmd_find_best_session: 0 sessions to try
1767643302.710407 cmd_find_current_client: no target, return 0x0
1767643302.710410 cmd_find_best_session: 0 sessions to try
1767643302.710412 cmd_find_best_session: 0 sessions to try
1767643302.710415 key_bindings_add: 0x7b { = swap-pane -U
1767643302.710418 cmd_find_best_session: 0 sessions to try
1767643302.710423 cmdq_next <global>: [bind-key/0x138e10c60] (0), flags 0
1767643302.710427 cmd_find_best_session: 0 sessions to try
1767643302.710429 cmd_find_current_client: no target, return 0x0
1767643302.710431 cmd_find_best_session: 0 sessions to try
1767643302.710433 cmd_find_current_client: no target, return 0x0
1767643302.710436 cmd_find_best_session: 0 sessions to try
1767643302.710438 cmd_find_best_session: 0 sessions to try
1767643302.710441 key_bindings_add: 0x7d } = swap-pane -D
1767643302.710444 cmd_find_best_session: 0 sessions to try
1767643302.710447 cmdq_next <global>: [bind-key/0x138e10e00] (0), flags 0
1767643302.710450 cmd_find_best_session: 0 sessions to try
1767643302.710452 cmd_find_current_client: no target, return 0x0
1767643302.710455 cmd_find_best_session: 0 sessions to try
1767643302.710457 cmd_find_current_client: no target, return 0x0
1767643302.710460 cmd_find_best_session: 0 sessions to try
1767643302.710462 cmd_find_best_session: 0 sessions to try
1767643302.710465 key_bindings_add: 0x7e ~ = show-messages
1767643302.710468 cmd_find_best_session: 0 sessions to try
1767643302.710471 cmdq_next <global>: [bind-key/0x138e10fa0] (0), flags 0
1767643302.710474 cmd_find_best_session: 0 sessions to try
1767643302.710476 cmd_find_current_client: no target, return 0x0
1767643302.710478 cmd_find_best_session: 0 sessions to try
1767643302.710481 cmd_find_current_client: no target, return 0x0
1767643302.710483 cmd_find_best_session: 0 sessions to try
1767643302.710486 cmd_find_best_session: 0 sessions to try
1767643302.710490 key_bindings_add: 0x10e26c PPage = copy-mode -u
1767643302.710492 cmd_find_best_session: 0 sessions to try
1767643302.710496 cmdq_next <global>: [bind-key/0x138e119b0] (0), flags 0
1767643302.710499 cmd_find_best_session: 0 sessions to try
1767643302.710501 cmd_find_current_client: no target, return 0x0
1767643302.710504 cmd_find_best_session: 0 sessions to try
1767643302.710506 cmd_find_current_client: no target, return 0x0
1767643302.710509 cmd_find_best_session: 0 sessions to try
1767643302.710511 cmd_find_best_session: 0 sessions to try
1767643302.710515 key_bindings_add: 0x10e26e Up = select-pane -U
1767643302.710518 cmd_find_best_session: 0 sessions to try
1767643302.710521 cmdq_next <global>: [bind-key/0x138e11c50] (0), flags 0
1767643302.710525 cmd_find_best_session: 0 sessions to try
1767643302.710527 cmd_find_current_client: no target, return 0x0
1767643302.710529 cmd_find_best_session: 0 sessions to try
1767643302.710532 cmd_find_current_client: no target, return 0x0
1767643302.710534 cmd_find_best_session: 0 sessions to try
1767643302.710537 cmd_find_best_session: 0 sessions to try
1767643302.710540 key_bindings_add: 0x10e26f Down = select-pane -D
1767643302.710543 cmd_find_best_session: 0 sessions to try
1767643302.710547 cmdq_next <global>: [bind-key/0x138e12160] (0), flags 0
1767643302.710549 cmd_find_best_session: 0 sessions to try
1767643302.710563 cmd_find_current_client: no target, return 0x0
1767643302.710566 cmd_find_best_session: 0 sessions to try
1767643302.710568 cmd_find_current_client: no target, return 0x0
1767643302.710571 cmd_find_best_session: 0 sessions to try
1767643302.710573 cmd_find_best_session: 0 sessions to try
1767643302.710576 key_bindings_add: 0x10e270 Left = select-pane -L
1767643302.710579 cmd_find_best_session: 0 sessions to try
1767643302.710583 cmdq_next <global>: [bind-key/0x138e12270] (0), flags 0
1767643302.710585 cmd_find_best_session: 0 sessions to try
1767643302.710587 cmd_find_current_client: no target, return 0x0
1767643302.710590 cmd_find_best_session: 0 sessions to try
1767643302.710592 cmd_find_current_client: no target, return 0x0
1767643302.710594 cmd_find_best_session: 0 sessions to try
1767643302.710596 cmd_find_best_session: 0 sessions to try
1767643302.710600 key_bindings_add: 0x10e271 Right = select-pane -R
1767643302.710602 cmd_find_best_session: 0 sessions to try
1767643302.710606 cmdq_next <global>: [bind-key/0x138e12770] (0), flags 0
1767643302.710608 cmd_find_best_session: 0 sessions to try
1767643302.710611 cmd_find_current_client: no target, return 0x0
1767643302.710614 cmd_find_best_session: 0 sessions to try
1767643302.710616 cmd_find_current_client: no target, return 0x0
1767643302.710618 cmd_find_best_session: 0 sessions to try
1767643302.710620 cmd_find_best_session: 0 sessions to try
1767643302.710625 key_bindings_add: 0x100000000031 M-1 = select-layout even-horizontal
1767643302.710627 cmd_find_best_session: 0 sessions to try
1767643302.710631 cmdq_next <global>: [bind-key/0x138e12e10] (0), flags 0
1767643302.710633 cmd_find_best_session: 0 sessions to try
1767643302.710637 cmd_find_current_client: no target, return 0x0
1767643302.710641 cmd_find_best_session: 0 sessions to try
1767643302.710643 cmd_find_current_client: no target, return 0x0
1767643302.710646 cmd_find_best_session: 0 sessions to try
1767643302.710648 cmd_find_best_session: 0 sessions to try
1767643302.710652 key_bindings_add: 0x100000000032 M-2 = select-layout even-vertical
1767643302.710654 cmd_find_best_session: 0 sessions to try
1767643302.710657 cmdq_next <global>: [bind-key/0x138e13330] (0), flags 0
1767643302.710660 cmd_find_best_session: 0 sessions to try
1767643302.710662 cmd_find_current_client: no target, return 0x0
1767643302.710664 cmd_find_best_session: 0 sessions to try
1767643302.710666 cmd_find_current_client: no target, return 0x0
1767643302.710668 cmd_find_best_session: 0 sessions to try
1767643302.710670 cmd_find_best_session: 0 sessions to try
1767643302.710674 key_bindings_add: 0x100000000033 M-3 = select-layout main-horizontal
1767643302.710676 cmd_find_best_session: 0 sessions to try
1767643302.710680 cmdq_next <global>: [bind-key/0x138e13720] (0), flags 0
1767643302.710682 cmd_find_best_session: 0 sessions to try
1767643302.710685 cmd_find_current_client: no target, return 0x0
1767643302.710687 cmd_find_best_session: 0 sessions to try
1767643302.710690 cmd_find_current_client: no target, return 0x0
1767643302.710692 cmd_find_best_session: 0 sessions to try
1767643302.710694 cmd_find_best_session: 0 sessions to try
1767643302.710698 key_bindings_add: 0x100000000034 M-4 = select-layout main-vertical
1767643302.710701 cmd_find_best_session: 0 sessions to try
1767643302.710704 cmdq_next <global>: [bind-key/0x138e13990] (0), flags 0
1767643302.710707 cmd_find_best_session: 0 sessions to try
1767643302.710710 cmd_find_current_client: no target, return 0x0
1767643302.710712 cmd_find_best_session: 0 sessions to try
1767643302.710714 cmd_find_current_client: no target, return 0x0
1767643302.710717 cmd_find_best_session: 0 sessions to try
1767643302.710719 cmd_find_best_session: 0 sessions to try
1767643302.710723 key_bindings_add: 0x100000000035 M-5 = select-layout tiled
1767643302.710725 cmd_find_best_session: 0 sessions to try
1767643302.710729 cmdq_next <global>: [bind-key/0x138e13f30] (0), flags 0
1767643302.710731 cmd_find_best_session: 0 sessions to try
1767643302.710736 cmd_find_current_client: no target, return 0x0
1767643302.710742 cmd_find_best_session: 0 sessions to try
1767643302.710744 cmd_find_current_client: no target, return 0x0
1767643302.710746 cmd_find_best_session: 0 sessions to try
1767643302.710749 cmd_find_best_session: 0 sessions to try
1767643302.710754 key_bindings_add: 0x100000000036 M-6 = select-layout main-horizontal-mirrored
1767643302.710756 cmd_find_best_session: 0 sessions to try
1767643302.710759 cmdq_next <global>: [bind-key/0x138e14120] (0), flags 0
1767643302.710762 cmd_find_best_session: 0 sessions to try
1767643302.710764 cmd_find_current_client: no target, return 0x0
1767643302.710766 cmd_find_best_session: 0 sessions to try
1767643302.710769 cmd_find_current_client: no target, return 0x0
1767643302.710772 cmd_find_best_session: 0 sessions to try
1767643302.710776 cmd_find_best_session: 0 sessions to try
1767643302.710781 key_bindings_add: 0x100000000037 M-7 = select-layout main-vertical-mirrored
1767643302.710784 cmd_find_best_session: 0 sessions to try
1767643302.710787 cmdq_next <global>: [bind-key/0x138e14880] (0), flags 0
1767643302.710789 cmd_find_best_session: 0 sessions to try
1767643302.710792 cmd_find_current_client: no target, return 0x0
1767643302.710794 cmd_find_best_session: 0 sessions to try
1767643302.710796 cmd_find_current_client: no target, return 0x0
1767643302.710798 cmd_find_best_session: 0 sessions to try
1767643302.710800 cmd_find_best_session: 0 sessions to try
1767643302.710804 key_bindings_add: 0x10000000006e M-n = next-window -a
1767643302.710807 cmd_find_best_session: 0 sessions to try
1767643302.710810 cmdq_next <global>: [bind-key/0x138e14c10] (0), flags 0
1767643302.710812 cmd_find_best_session: 0 sessions to try
1767643302.710814 cmd_find_current_client: no target, return 0x0
1767643302.710817 cmd_find_best_session: 0 sessions to try
1767643302.710819 cmd_find_current_client: no target, return 0x0
1767643302.710821 cmd_find_best_session: 0 sessions to try
1767643302.710823 cmd_find_best_session: 0 sessions to try
1767643302.710827 key_bindings_add: 0x10000000006f M-o = rotate-window -D
1767643302.710829 cmd_find_best_session: 0 sessions to try
1767643302.710832 cmdq_next <global>: [bind-key/0x138e15100] (0), flags 0
1767643302.710835 cmd_find_best_session: 0 sessions to try
1767643302.710837 cmd_find_current_client: no target, return 0x0
1767643302.710839 cmd_find_best_session: 0 sessions to try
1767643302.710841 cmd_find_current_client: no target, return 0x0
1767643302.710844 cmd_find_best_session: 0 sessions to try
1767643302.710846 cmd_find_best_session: 0 sessions to try
1767643302.710849 key_bindings_add: 0x100000000070 M-p = previous-window -a
1767643302.710852 cmd_find_best_session: 0 sessions to try
1767643302.710855 cmdq_next <global>: [bind-key/0x138e15520] (0), flags 0
1767643302.710857 cmd_find_best_session: 0 sessions to try
1767643302.710859 cmd_find_current_client: no target, return 0x0
1767643302.710862 cmd_find_best_session: 0 sessions to try
1767643302.710864 cmd_find_current_client: no target, return 0x0
1767643302.710868 cmd_find_best_session: 0 sessions to try
1767643302.710870 cmd_find_best_session: 0 sessions to try
1767643302.710875 key_bindings_add: 0x40000010e26e S-Up = refresh-client -U 10
1767643302.710877 cmd_find_best_session: 0 sessions to try
1767643302.710880 cmdq_next <global>: [bind-key/0x138e15b80] (0), flags 0
1767643302.710882 cmd_find_best_session: 0 sessions to try
1767643302.710885 cmd_find_current_client: no target, return 0x0
1767643302.710887 cmd_find_best_session: 0 sessions to try
1767643302.710890 cmd_find_current_client: no target, return 0x0
1767643302.710892 cmd_find_best_session: 0 sessions to try
1767643302.710894 cmd_find_best_session: 0 sessions to try
1767643302.710898 key_bindings_add: 0x40000010e26f S-Down = refresh-client -D 10
1767643302.710900 cmd_find_best_session: 0 sessions to try
1767643302.710904 cmdq_next <global>: [bind-key/0x138e15e80] (0), flags 0
1767643302.710906 cmd_find_best_session: 0 sessions to try
1767643302.710908 cmd_find_current_client: no target, return 0x0
1767643302.710915 cmd_find_best_session: 0 sessions to try
1767643302.710917 cmd_find_current_client: no target, return 0x0
1767643302.710920 cmd_find_best_session: 0 sessions to try
1767643302.710923 cmd_find_best_session: 0 sessions to try
1767643302.710927 key_bindings_add: 0x40000010e270 S-Left = refresh-client -L 10
1767643302.710930 cmd_find_best_session: 0 sessions to try
1767643302.710933 cmdq_next <global>: [bind-key/0x138e16380] (0), flags 0
1767643302.710936 cmd_find_best_session: 0 sessions to try
1767643302.710938 cmd_find_current_client: no target, return 0x0
1767643302.710942 cmd_find_best_session: 0 sessions to try
1767643302.710945 cmd_find_current_client: no target, return 0x0
1767643302.710949 cmd_find_best_session: 0 sessions to try
1767643302.710951 cmd_find_best_session: 0 sessions to try
1767643302.710955 key_bindings_add: 0x40000010e271 S-Right = refresh-client -R 10
1767643302.710958 cmd_find_best_session: 0 sessions to try
1767643302.710961 cmdq_next <global>: [bind-key/0x138e167b0] (0), flags 0
1767643302.710963 cmd_find_best_session: 0 sessions to try
1767643302.710965 cmd_find_current_client: no target, return 0x0
1767643302.710967 cmd_find_best_session: 0 sessions to try
1767643302.710970 cmd_find_current_client: no target, return 0x0
1767643302.710972 cmd_find_best_session: 0 sessions to try
1767643302.710974 cmd_find_best_session: 0 sessions to try
1767643302.710978 key_bindings_add: 0x10e268 DC = refresh-client -c
1767643302.710981 cmd_find_best_session: 0 sessions to try
1767643302.710985 cmdq_next <global>: [bind-key/0x138e16e80] (0), flags 0
1767643302.710987 cmd_find_best_session: 0 sessions to try
1767643302.710989 cmd_find_current_client: no target, return 0x0
1767643302.710991 cmd_find_best_session: 0 sessions to try
1767643302.710994 cmd_find_current_client: no target, return 0x0
1767643302.710996 cmd_find_best_session: 0 sessions to try
1767643302.710998 cmd_find_best_session: 0 sessions to try
1767643302.711002 key_bindings_add: 0x10000010e26e M-Up = resize-pane -U 5
1767643302.711004 cmd_find_best_session: 0 sessions to try
1767643302.711008 cmdq_next <global>: [bind-key/0x138e172d0] (0), flags 0
1767643302.711010 cmd_find_best_session: 0 sessions to try
1767643302.711012 cmd_find_current_client: no target, return 0x0
1767643302.711015 cmd_find_best_session: 0 sessions to try
1767643302.711018 cmd_find_current_client: no target, return 0x0
1767643302.711021 cmd_find_best_session: 0 sessions to try
1767643302.711023 cmd_find_best_session: 0 sessions to try
1767643302.711028 key_bindings_add: 0x10000010e26f M-Down = resize-pane -D 5
1767643302.711030 cmd_find_best_session: 0 sessions to try
1767643302.711033 cmdq_next <global>: [bind-key/0x138e17720] (0), flags 0
1767643302.711036 cmd_find_best_session: 0 sessions to try
1767643302.711038 cmd_find_current_client: no target, return 0x0
1767643302.711040 cmd_find_best_session: 0 sessions to try
1767643302.711042 cmd_find_current_client: no target, return 0x0
1767643302.711045 cmd_find_best_session: 0 sessions to try
1767643302.711047 cmd_find_best_session: 0 sessions to try
1767643302.711051 key_bindings_add: 0x10000010e270 M-Left = resize-pane -L 5
1767643302.711053 cmd_find_best_session: 0 sessions to try
1767643302.711057 cmdq_next <global>: [bind-key/0x138e17b10] (0), flags 0
1767643302.711059 cmd_find_best_session: 0 sessions to try
1767643302.711061 cmd_find_current_client: no target, return 0x0
1767643302.711063 cmd_find_best_session: 0 sessions to try
1767643302.711065 cmd_find_current_client: no target, return 0x0
1767643302.711067 cmd_find_best_session: 0 sessions to try
1767643302.711069 cmd_find_best_session: 0 sessions to try
1767643302.711073 key_bindings_add: 0x10000010e271 M-Right = resize-pane -R 5
1767643302.711075 cmd_find_best_session: 0 sessions to try
1767643302.711079 cmdq_next <global>: [bind-key/0x138e18280] (0), flags 0
1767643302.711081 cmd_find_best_session: 0 sessions to try
1767643302.711083 cmd_find_current_client: no target, return 0x0
1767643302.711086 cmd_find_best_session: 0 sessions to try
1767643302.711094 cmd_find_current_client: no target, return 0x0
1767643302.711096 cmd_find_best_session: 0 sessions to try
1767643302.711098 cmd_find_best_session: 0 sessions to try
1767643302.711102 key_bindings_add: 0x20000010e26e C-Up = resize-pane -U
1767643302.711104 cmd_find_best_session: 0 sessions to try
1767643302.711107 cmdq_next <global>: [bind-key/0x138e18570] (0), flags 0
1767643302.711109 cmd_find_best_session: 0 sessions to try
1767643302.711111 cmd_find_current_client: no target, return 0x0
1767643302.711114 cmd_find_best_session: 0 sessions to try
1767643302.711117 cmd_find_current_client: no target, return 0x0
1767643302.711120 cmd_find_best_session: 0 sessions to try
1767643302.711124 cmd_find_best_session: 0 sessions to try
1767643302.711128 key_bindings_add: 0x20000010e26f C-Down = resize-pane -D
1767643302.711132 cmd_find_best_session: 0 sessions to try
1767643302.711137 cmdq_next <global>: [bind-key/0x138e18800] (0), flags 0
1767643302.711141 cmd_find_best_session: 0 sessions to try
1767643302.711143 cmd_find_current_client: no target, return 0x0
1767643302.711146 cmd_find_best_session: 0 sessions to try
1767643302.711149 cmd_find_current_client: no target, return 0x0
1767643302.711151 cmd_find_best_session: 0 sessions to try
1767643302.711154 cmd_find_best_session: 0 sessions to try
1767643302.711157 key_bindings_add: 0x20000010e270 C-Left = resize-pane -L
1767643302.711161 cmd_find_best_session: 0 sessions to try
1767643302.711164 cmdq_next <global>: [bind-key/0x138e18d10] (0), flags 0
1767643302.711166 cmd_find_best_session: 0 sessions to try
1767643302.711170 cmd_find_current_client: no target, return 0x0
1767643302.711174 cmd_find_best_session: 0 sessions to try
1767643302.711176 cmd_find_current_client: no target, return 0x0
1767643302.711178 cmd_find_best_session: 0 sessions to try
1767643302.711180 cmd_find_best_session: 0 sessions to try
1767643302.711184 key_bindings_add: 0x20000010e271 C-Right = resize-pane -R
1767643302.711186 cmd_find_best_session: 0 sessions to try
1767643302.711189 cmdq_next <global>: [bind-key/0x138e18e00] (0), flags 0
1767643302.711192 cmd_find_best_session: 0 sessions to try
1767643302.711194 cmd_find_current_client: no target, return 0x0
1767643302.711196 cmd_find_best_session: 0 sessions to try
1767643302.711198 cmd_find_current_client: no target, return 0x0
1767643302.711200 cmd_find_best_session: 0 sessions to try
1767643302.711202 cmd_find_best_session: 0 sessions to try
1767643302.711241 key_bindings_add: 0x3c < = display-menu -T "#[align=centre]#{window_index}:#{window_name}" -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window }
1767643302.711244 cmd_find_best_session: 0 sessions to try
1767643302.711249 cmdq_next <global>: [bind-key/0x139d06410] (0), flags 0
1767643302.711251 cmd_find_best_session: 0 sessions to try
1767643302.711253 cmd_find_current_client: no target, return 0x0
1767643302.711255 cmd_find_best_session: 0 sessions to try
1767643302.711258 cmd_find_current_client: no target, return 0x0
1767643302.711261 cmd_find_best_session: 0 sessions to try
1767643302.711263 cmd_find_best_session: 0 sessions to try
1767643302.711335 key_bindings_add: 0x3e > = display-menu -T "#[align=centre]#{pane_index} (#{pane_id})" -x P -y P "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}" < { send-keys -X history-top } "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}" > { send-keys -X history-bottom } '' "#{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}" C-r { if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward -- "#{q:mouse_word}" } "#{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}" C-y { copy-mode -q ; send-keys -l "#{q:mouse_word}" } "#{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}" c { copy-mode -q ; set-buffer "#{q:mouse_word}" } "#{?mouse_line,Copy Line,}" l { copy-mode -q ; set-buffer "#{q:mouse_line}" } '' "#{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}" C-h { copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" } "#{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}" h { copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" } '' "Horizontal Split" h { split-window -h } "Vertical Split" v { split-window -v } '' "#{?#{>:#{window_panes},1},,-}Swap Up" u { swap-pane -U } "#{?#{>:#{window_panes},1},,-}Swap Down" d { swap-pane -D } "#{?pane_marked_set,,-}Swap Marked" s { swap-pane } '' Kill X { kill-pane } Respawn R { respawn-pane -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } "#{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}" z { resize-pane -Z }
1767643302.711343 cmd_find_best_session: 0 sessions to try
1767643302.711347 cmdq_next <global>: [bind-key/0x139d06740] (0), flags 0
1767643302.711350 cmd_find_best_session: 0 sessions to try
1767643302.711352 cmd_find_current_client: no target, return 0x0
1767643302.711355 cmd_find_best_session: 0 sessions to try
1767643302.711358 cmd_find_current_client: no target, return 0x0
1767643302.711360 cmd_find_best_session: 0 sessions to try
1767643302.711363 cmd_find_best_session: 0 sessions to try
1767643302.711367 key_bindings_add: 0x10e011 MouseDown1Pane = select-pane -t = ; send-keys -M
1767643302.711370 cmd_find_best_session: 0 sessions to try
1767643302.711374 cmdq_next <global>: [bind-key/0x139d06d70] (0), flags 0
1767643302.711377 cmd_find_best_session: 0 sessions to try
1767643302.711380 cmd_find_current_client: no target, return 0x0
1767643302.711382 cmd_find_best_session: 0 sessions to try
1767643302.711385 cmd_find_current_client: no target, return 0x0
1767643302.711387 cmd_find_best_session: 0 sessions to try
1767643302.711389 cmd_find_best_session: 0 sessions to try
1767643302.711398 key_bindings_add: 0x10e0b3 MouseDrag1Pane = if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -M }
1767643302.711400 cmd_find_best_session: 0 sessions to try
1767643302.711403 cmdq_next <global>: [bind-key/0x139d07370] (0), flags 0
1767643302.711406 cmd_find_best_session: 0 sessions to try
1767643302.711408 cmd_find_current_client: no target, return 0x0
1767643302.711411 cmd_find_best_session: 0 sessions to try
1767643302.711413 cmd_find_current_client: no target, return 0x0
1767643302.711415 cmd_find_best_session: 0 sessions to try
1767643302.711418 cmd_find_best_session: 0 sessions to try
1767643302.711427 key_bindings_add: 0x10e155 WheelUpPane = if-shell -F "#{||:#{alternate_on},#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -e }
1767643302.711429 cmd_find_best_session: 0 sessions to try
1767643302.711432 cmdq_next <global>: [bind-key/0x139d07bb0] (0), flags 0
1767643302.711435 cmd_find_best_session: 0 sessions to try
1767643302.711439 cmd_find_current_client: no target, return 0x0
1767643302.711443 cmd_find_best_session: 0 sessions to try
1767643302.711446 cmd_find_current_client: no target, return 0x0
1767643302.711451 cmd_find_best_session: 0 sessions to try
1767643302.711453 cmd_find_best_session: 0 sessions to try
1767643302.711462 key_bindings_add: 0x10e01a MouseDown2Pane = select-pane -t = ; if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { paste-buffer -p }
1767643302.711464 cmd_find_best_session: 0 sessions to try
1767643302.711467 cmdq_next <global>: [bind-key/0x139d07ea0] (0), flags 0
1767643302.711470 cmd_find_best_session: 0 sessions to try
1767643302.711472 cmd_find_current_client: no target, return 0x0
1767643302.711474 cmd_find_best_session: 0 sessions to try
1767643302.711477 cmd_find_current_client: no target, return 0x0
1767643302.711480 cmd_find_best_session: 0 sessions to try
1767643302.711483 cmd_find_best_session: 0 sessions to try
1767643302.711498 key_bindings_add: 0x10e1b8 DoubleClick1Pane = select-pane -t = ; if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -H ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel }
1767643302.711506 cmd_find_best_session: 0 sessions to try
1767643302.711510 cmdq_next <global>: [bind-key/0x139d09200] (0), flags 0
1767643302.711513 cmd_find_best_session: 0 sessions to try
1767643302.711515 cmd_find_current_client: no target, return 0x0
1767643302.711518 cmd_find_best_session: 0 sessions to try
1767643302.711520 cmd_find_current_client: no target, return 0x0
1767643302.711522 cmd_find_best_session: 0 sessions to try
1767643302.711524 cmd_find_best_session: 0 sessions to try
1767643302.711538 key_bindings_add: 0x10e209 TripleClick1Pane = select-pane -t = ; if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -H ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel }
1767643302.711541 cmd_find_best_session: 0 sessions to try
